latitude,longitude,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,city_encoded,state_encoded,category_encoded,funding_efficiency,investor_strength,milestone_speed,network_funding_ratio,is_top_state,log_funding
0.4184283103679463,-0.393990022184698,-0.5580010080938613,-0.3397232491417027,0.5475475795398329,0.1223602399835719,2.3968432580277352,-0.1237380003493169,-0.5834376273208526,0.2145210140329482,0.9872280837476723,-0.3616821166278091,-0.3242123322201614,-0.2266083655811306,-0.5506201772224562,-0.4684396830725553,2.353256281421644,-0.2968364669508921,-0.3019339255063415,-0.2648609196163668,-0.2506821295079583,-0.162435292576479,-0.162435292576479,-0.0507673082566809,-0.6921614352674402,1.4575657762062992,1.6554107089736416,-0.9897695519176712,-0.760324474345021,-0.4806377619661694,-0.270376493571209,-1.0915187054817956,0.8210543264473853,-0.8067976084037375,1.2489606080439473,-0.5633897532851024,1.603947556412344,-0.4308920627918338,2.552073722669521,0.6279054331465134,-0.0338230369830465
-0.2195180407139187,-0.8695370056911885,-0.5944387774962094,-0.8895938699411786,-0.8149857872570858,-1.3422827899134877,1.9540689365874937,-0.1237380003493169,0.2266255045678301,-0.5878700865325985,0.9872280837476723,-0.3616821166278091,-0.3242123322201614,-0.2266083655811306,-0.5506201772224562,-0.4684396830725553,-0.4249430917893408,-0.2968364669508921,-0.3019339255063415,-0.2648609196163668,-0.2506821295079583,-0.162435292576479,-0.162435292576479,-0.0507673082566809,1.444749662502673,-0.6860753842634565,-0.6040796973096797,1.0103361919575191,-0.760324474345021,-0.4806377619661694,-0.270376493571209,0.3919749731553789,0.8210543264473853,-0.8067976084037375,-1.5528165858524408,0.3374238681226985,-1.082535110732551,-0.0845396227066346,1.8561379037150452,0.6279054331465134,0.621864226473645
-1.4266620373263843,-0.6412936954292965,1.351354231495998,1.6905360530979163,1.0526342160558275,1.182009125019046,-0.7025769920539569,0.6852381700016797,1.7861863005404344,0.2145210140329482,0.9872280837476723,-0.3616821166278091,-0.3242123322201614,-0.2266083655811306,-0.5506201772224562,-0.4684396830725553,-0.4249430917893408,-0.2968364669508921,-0.3019339255063415,-0.2648609196163668,-0.2506821295079583,-0.162435292576479,-0.162435292576479,-0.0507673082566809,1.444749662502673,1.4575657762062992,-0.6040796973096797,-0.9897695519176712,-0.760324474345021,2.08056894220972,-0.270376493571209,-0.7206452858225021,-1.4248670537161543,-0.8067976084037375,-1.5528165858524408,1.3076927453867089,0.9323268896261204,-0.5389361281532331,-0.7963575396591654,0.6279054331465134,1.1021631074630829
1.0686912143536822,1.3813202594616554,-0.8925916317762641,0.2455418241106818,0.1412184081223001,-0.0158260995505298,-0.259802670613715,3.921142851405666,0.8777042834690144,0.2145210140329482,-1.0129371484286014,-0.3616821166278091,-0.3242123322201614,-0.2266083655811306,1.816133954706112,2.134746555716359,-0.4249430917893408,-0.2968364669508921,-0.3019339255063415,-0.2648609196163668,-0.2506821295079583,-0.162435292576479,-0.162435292576479,-0.0507673082566809,-0.6921614352674402,1.4575657762062992,1.6554107089736416,1.0103361919575191,1.3152279503582291,-0.4806377619661694,-0.270376493571209,-0.3497718661632084,0.1003482119172942,0.760810026200028,0.8987384588068987,-0.2171658263655154,2.947188889984792,-0.2926580295166651,-0.3559059506479528,-1.592596507707975,0.8721777752587855
0.9707923540075027,1.4002795343831154,-0.7600613377553341,-0.5577446988664235,-0.5369632660164029,-0.5866229830376027,-0.4811898313338359,0.6852381700016797,-0.9489123721052092,0.2145210140329482,-1.0129371484286014,-0.3616821166278091,3.0843984038242387,-0.2266083655811306,-0.5506201772224562,-0.4684396830725553,2.353256281421644,-0.2968364669508921,-0.3019339255063415,-0.2648609196163668,-0.2506821295079583,-0.162435292576479,-0.162435292576479,-0.0507673082566809,-0.6921614352674402,-0.6860753842634565,1.6554107089736416,-0.9897695519176712,-0.760324474345021,-0.4806377619661694,-0.270376493571209,-1.0915187054817956,-1.6427549488066469,0.1153245295984775,1.2489606080439473,-0.9734388509270998,-0.4109144439463271,0.2271330112945856,-0.2459474880373434,0.6279054331465134,-1.9631341986797664
-0.2961530880263155,-0.860988537145756,1.486101425204018,1.256378065317565,-0.0940228401306786,0.0127641775944568,-1.1453513134941986,1.4942143403526764,0.537023527067232,-1.3902611870981454,0.9872280837476723,-0.3616821166278091,-0.3242123322201614,-0.2266083655811306,-0.5506201772224562,-0.4684396830725553,-0.4249430917893408,-0.2968364669508921,-0.3019339255063415,-0.2648609196163668,-0.2506821295079583,-0.162435292576479,6.156297588648554,-0.0507673082566809,-0.6921614352674402,1.4575657762062992,-0.6040796973096797,-0.9897695519176712,-0.760324474345021,-0.4806377619661694,3.698546374323143,1.8754686517925536,0.6366876459861992,-0.8067976084037375,-1.4652610485431783,0.0158249864612219,0.9323268896261204,-0.9560852880068772,-1.2064582041831984,0.6279054331465134,0.7548220488458803
-0.2722864702569447,-0.8666506037097119,3.3851265499075063,2.4160775030839448,-0.0940228401306786,0.0127641775944568,-1.352731306062015,-0.9327141707003136,-0.6156062594786973,-1.3902611870981454,0.9872280837476723,-0.3616821166278091,-0.3242123322201614,-0.2266083655811306,-0.5506201772224562,-0.4684396830725553,-0.4249430917893408,-0.2968364669508921,-0.3019339255063415,-0.2648609196163668,-0.2506821295079583,-0.162435292576479,6.156297588648554,-0.0507673082566809,-0.6921614352674402,-0.6860753842634565,-0.6040796973096797,-0.9897695519176712,-0.6290042490565486,-0.4806377619661694,-0.270376493571209,-0.9976580437254384,-1.4374138610771594,-0.8067976084037375,-1.4652610485431783,-0.4065779544150016,-1.7116623303665683,-0.9560852880068772,-1.409080136822823,0.6279054331465134,-0.4479130797708055
1.019181976299229,1.3951806727261178,0.2294014534933859,2.5340340250156044,-1.7426815235734232,-2.2103907306211745,0.8471331329868893,0.6852381700016797,0.4771902200613954,-0.5878700865325985,-1.0129371484286014,-0.3616821166278091,3.0843984038242387,-0.2266083655811306,-0.5506201772224562,-0.4684396830725553,-0.4249430917893408,-0.2968364669508921,-0.3019339255063415,-0.2648609196163668,-0.2506821295079583,-0.162435292576479,6.156297588648554,-0.0507673082566809,-0.6921614352674402,-0.6860753842634565,-0.6040796973096797,-0.9897695519176712,1.3152279503582291,-0.4806377619661694,-0.270376493571209,-0.3497718661632084,1.50823922634817,0.1153245295984775,-1.4652610485431783,0.2159616321748635,-1.082535110732551,0.2964050644536896,0.7398318873290494,0.6279054331465134,0.7314797203090185
0.2140113958093393,0.8577723900333274,-0.9131636338690434,-1.080108347612192,-0.9917908921398312,-1.3518267880724952,-0.8665736530891286,-0.7230021598563148,-0.8922211058691512,0.2145210140329482,-1.0129371484286014,-0.3616821166278091,-0.3242123322201614,-0.2266083655811306,1.816133954706112,-0.4684396830725553,-0.4249430917893408,-0.2968364669508921,-0.3019339255063415,3.775566442374484,-0.2506821295079583,-0.162435292576479,-0.162435292576479,-0.0507673082566809,-0.6921614352674402,-0.1303763231959005,-0.0183488761177399,0.4918460153349984,-0.760324474345021,-0.4806377619661694,-0.270376493571209,0.5568696371749442,-0.8395340477386186,1.269679694487888,-1.727927660470965,-0.8693475272924982,-0.3861144955492082,1.407748198095884,-0.8083870547876033,-1.592596507707975,-1.187604521923158
-0.282627223297776,-0.8653780941848531,-0.8219329926586576,0.0657771001141541,-0.2874863726250308,0.0118250808999134,1.289907454427131,0.6852381700016797,0.6089450200853861,0.2145210140329482,0.9872280837476723,-0.3616821166278091,-0.3242123322201614,-0.2266083655811306,-0.5506201772224562,-0.4684396830725553,-0.4249430917893408,-0.2968364669508921,-0.3019339255063415,-0.2648609196163668,-0.2506821295079583,-0.162435292576479,-0.162435292576479,-0.0507673082566809,1.444749662502673,1.4575657762062992,-0.6040796973096797,1.0103361919575191,1.3152279503582291,-0.4806377619661694,-0.270376493571209,-0.1025476446183232,0.6366876459861992,-0.8067976084037375,-0.6772612127598194,0.3258479921466637,1.603947556412344,-0.0375923628691282,1.1594975540332937,0.6279054331465134,0.7816772492954205
